record_id,taxon,evidence_type,subject,source_id,evidence_level,scope_note
E448,Artemisia leucophylla,eudesmane_sesquiterpenoid_isolation,"Twelve undescribed and 13 known eudesmane-type sesquiterpenoids were characterized, including unprecedented 1,2-seco-1-nor-eudesmane skeletons",leucophylla-artemleucolides-2023,primary_structure_confirmed_isolation,"expands C15 eudesmane architecture; cytotoxicity does not establish antiparasitic activity"
E449,Artemisia heptapotamica,monomeric_and_dimeric_sesquiterpene_lactone_isolation,"One new dimeric and two new monomeric STLs plus ten known compounds were isolated from Kazakhstan material and tested in an NF-kB cell assay",heptapotamica-stls-2019,primary_structure_confirmed_isolation,"supports monomer/dimer STL occurrence in a defined population; inflammatory-cell activity is not parasite efficacy"
E450,Artemisia selengensis,dimeric_sesquiterpenoid_isolation,"Eight undescribed and nine known guaiane-type sesquiterpenoid dimers were characterized; one unusual [2+2] and several [4+2] assembly hypotheses were proposed",selengensis-artemselenoids-2025,primary_structure_confirmed_isolation,"expands dimeric guaianolide space and assembly hypotheses; hepatoma activity is not antiparasitic evidence"
E451,Artemisia myriantha,dimeric_sesquiterpenoid_isolation,"Seven undescribed and 27 known compounds were isolated; new guaiane-type dimers were proposed as Diels-Alder products and included rare alpha-configuration features",myriantha-artemyriantholidimers-2025,primary_structure_confirmed_isolation,"supports dimeric STL diversity and structure-guided follow-up; docking/SPR and hepatoma activity do not validate a parasite target"
E452,Artemisia ordosica,mixed_terpenoid_isolation,"Two cadinane-monoterpene heterodimers and ten undescribed sesquiterpenoids were characterized with NMR, DP4+, ECD, and proposed cycloaddition/ether-linkage chemistry",ordosica-artemordosins-2025,primary_structure_confirmed_isolation,"expands mixed C10/C15 and unusual sesquiterpenoid architectures; hepatoma activity is not antiparasitic efficacy"
E453,Artemisia myriantha var. pleiocephala,dimeric_sesquiterpenoid_isolation,"Eleven guaiane-type sesquiterpenoid dimers and 14 known compounds were characterized; selected structures had X-ray confirmation and one chlorine-containing dimer had computational/SPR target evidence",myriantha-artemyriantholides-2024,primary_structure_confirmed_isolation,"supports variety-specific dimeric STL space; MAP2K2 prediction and hepatoma activity are not validated parasite-protein evidence"
E454,Artemisia annua,cadinane_involved_dimer_isolation,"Fourteen unusual cadinane-involved sesquiterpenoid dimers were isolated and grouped into five coupling modes, including C-C and ester-linked dimers",annua-cadinane-dimers-2024,primary_structure_confirmed_isolation,"expands non-artemisinin C15 dimer space in the malaria plant; antihepatoma activity is not antimalarial or native pathway evidence"
E455,Artemisia herba-alba; Artemisia campestris subsp. glutinosa; Artemisia judaica subsp. sahariensis,cross_species_artemisinin_quantitation,"HPLC of hexane extracts reported artemisinin yields of 0.34%, 0.64%, and 0.04%, respectively, in three Algerian wild taxa",algeria-wild-artemisia-artemisinin-2022,primary_cross_species_analytical,"supports cross-species occurrence and lot-specific quantitation; antioxidant activity and detection do not establish antimalarial efficacy or pathway conservation"
E456,Artemisia annua,stress_chemotype_and_trichome,"Repeated sandblasting, salicylic acid, chitosan oligosaccharide, hydrogen peroxide, and sodium chloride treatments changed artemisinin-related concentrations and precursor ratios in upper versus lower leaves, with glandular-trichome relationships",annua-external-stress-precursors-2013,primary_environmental_chemotype,"supports tissue- and stress-dependent chemistry; does not establish a transferable production prescription or parasite benefit"
E457,Artemisia annua,volatile_chemotype,"HS-SPME-GC/MS distinguished artemisinin-rich cultivars from wild type; artemisia ketone was absent and volatile diversity was lower in the high-artemisinin hybrids",annua-volatile-fingerprints-2011,primary_volatile_chemotype,"supports a non-destructive volatile biomarker hypothesis; volatile correlation does not establish artemisinin causality or native pathway mechanism"
E458,Artemisia absinthium,wormwood_review,"Review-level synthesis identifies essential oil, bitter sesquiterpenoid lactones, flavonoids, azulenes, phenolic acids, tannins, and lignans as distinct contributors and records historical helminthiasis use",absinthium-history-phytochemistry-2020,review_context,"supports historical and phytochemical framing; review-level traditional use is not controlled vermifuge efficacy or a safe dose"
E459,Artemisia annua,artemisinin_safety,"Safety review summarizes species- and regimen-dependent brainstem neurotoxicity in laboratory animals, with vulnerability associated with sustained exposure and unresolved mechanism",artemisinin-brainstem-neurotoxicity-2008,review_safety,"supports a pharmacovigilance boundary for artemisinin-based work; animal neurotoxicity does not define human risk for every preparation"
E460,Artemisia annua,analytical_validation,"Validated HPTLC separated and quantified artemisinin and artemisinic acid in callus and leaf extracts with reported linearity, recovery, detection, and quantitation limits",annua-artemisinin-artemisinic-acid-hptlc-2015,primary_analytical_validation,"supports economical lot- and tissue-specific quality control; analytical detection is not antiparasitic efficacy"
E461,Artemisia annua,artemisinin_antimalarial_review,"A review describes rapid antimalarial action and clinical use of artemisinin derivatives, including their relevance in multidrug-resistant malaria",artemisinin-antimalarial-review-2001,review_context,"supports historical and clinical framing; review synthesis is not a new Artemisia extract assay or evidence for crude-plant equivalence"
E462,Artemisia annua,artemisinin_derivative_review,"A review covers artemisinin chemistry and derivatives with reported antimalarial activity and selected antiparasitic activity against schistosomes and clonorchids",artemisinin-antimalarial-review-2004,review_context,"supports derivative and antiparasitic scope; derivative pharmacology does not establish whole-plant terpene efficacy or a shared parasite target"
E463,Artemisia spp.,artemisinin_distribution_review,"An updated review summarizes restricted distribution of artemisinin within Artemisia, ontogenetic and geographic variation, biosynthesis, and production strategies",artemisinin-distribution-review-2023,review_context,"supports discovery and distribution framing; review-level synthesis does not replace voucher-linked primary quantitation or comparative pathway evidence"
E464,Artemisia spp.,edible_artemisia_stl_review,"A review of more than 300 studies integrates edible Artemisia species, sesquiterpene-lactone composition, health effects, and gaps in extract standardization and adverse-effect trials",edible-artemisia-stl-review-2020,review_context,"supports class and translation framing; review-level benefit statements do not establish terpene-specific efficacy or safe dosing"
E465,Artemisia annua,hydroalcoholic_artemisinin_analysis,"An accuracy-profile-validated HPLC-UV method quantified artemisinin in hydroalcoholic extracts from 10.0-54.0 microgram/mL, with routine-laboratory transfer demonstrated",annua-hplc-validation-2011,primary_analytical_validation,"supports reproducible quality control for low-cost extract workflows; analytical accuracy does not establish bioavailability or antimalarial efficacy"
E466,Artemisia annua,tea_infusion_extraction,"Artemisinin extraction from tea infusions was highly temperature-sensitive and could exceed 90% under the tested preparation conditions, with supersaturation observed",annua-tea-infusion-2011,primary_preparation_chemistry,"supports preparation-specific exposure modeling; tea extraction behavior is not clinical equivalence to artemisinin drugs or a safe-use recommendation"
E467,Artemisia annua,artemisinin_genotoxicity,"Artemisinin and artesunate produced dose-dependent DNA damage in cultured human HepG2 cells at tested concentrations, without significant CASP3 or SOD1 expression changes",artemisinin-genotoxicity-hepg2-2013,primary_safety,"supports an in-vitro genotoxicity boundary; cultured-cell effects do not define human clinical risk or preparation-wide safety"
E468,Artemisia vulgaris,thujone_poisoning,"Repeated ingestion of an Artemisia vulgaris infusion was associated with confirmed serum thujone concentrations of 27.7 and 24.1 microgram/mL on successive days in a poisoning case",vulgaris-thujone-poisoning-2018,primary_safety,"supports exposure-specific thujone risk and species/preparation uncertainty; a single case does not define a universal threshold or vermifuge benefit"
E469,Artemisia annua,historical_artemisinin_isolation,"Artemisinin was isolated from A. annua growing in the United States, providing an early geographic occurrence record for the malaria lead compound",annua-artemisinin-isolation-1984,historical_primary,"supports historical occurrence and provenance only; title-level retrieval does not provide modern abundance, pathway, or efficacy estimates"
